ProcessId,ProcessName,ProcessAgeSeconds,ProcessImageEntropy,SessionId,IsElevated,FirstSeenTime,LastSeenTime,OperationDurationSec,ProcessCreateTime,TotalOperationCount,CreateOperationCount,ModifyOperationCount,DeleteOperationCount,QueryOperationCount,UniqueKeysAccessed,AutorunKeysAccessed,SecurityKeysAccessed,FileAssocKeysAccessed,NetworkingKeysAccessed,ServicesKeysAccessed,SensitiveKeysAccessed,ProcessHijackKeysAccessed,DllHijackKeysAccessed,ComObjectKeysAccessed,OperationBurstCount,MaxOperationsPerBurst,BurstIntervalMs,OperationDensityPerMin,TimingVariance,RemoteOperationCount,FileExtensionModificationCount,SecuritySettingModificationCount,WritesToReadsRatio,RegistryKeyDepthMax,RegistryValueEntropyAvg,ComRegistryModifications,CriticalSystemKeyModifications,IS_MALWARE
7548,\Device\HarddiskVolume3\Windows\System32\SearchProtocolHost.exe,15,304,0,1,1746196380,1746196396,15,1746196380,6957,2,3,0,6952,6956,0,0,1199,0,0,0,0,0,7,0,0,0,27600,0,0,0,0,0,12,270,0,0,0
1400,\Device\HarddiskVolume3\Windows\System32\svchost.exe,11,281,0,1,1746196380,1746196391,11,1746196380,1390,6,3,0,1381,1390,0,0,632,0,0,0,0,0,2,0,0,0,7090,0,0,0,0,0,13,242,0,0,0
7668,\Device\HarddiskVolume3\Windows\System32\VSSVC.exe,3,266,0,1,1746196385,1746196389,4,1746196385,516,10,0,0,506,511,0,0,269,0,0,0,0,0,13,0,0,0,10000,0,0,0,0,1,9,0,0,0,0
7772,\Device\HarddiskVolume3\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe,7,302,0,1,1746196386,1746196393,7,1746196386,7644,9,0,0,7635,7642,0,0,1896,0,0,0,0,0,9,0,0,0,65142,0,0,0,0,0,14,0,0,0,0
1300,\Device\HarddiskVolume3\Windows\System32\dwm.exe,0,235,0,1,1746196386,1746196386,0,1746196386,13,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
7820,\Device\HarddiskVolume3\Windows\System32\SearchFilterHost.exe,8,319,0,1,1746196387,1746196396,8,1746196387,809,1,0,0,808,808,0,0,444,0,0,0,0,0,7,0,0,0,6000,0,0,0,0,0,9,0,0,0,0
1628,\Device\HarddiskVolume3\Windows\System32\svchost.exe,2,281,0,1,1746196387,1746196389,2,1746196387,140,0,0,0,140,140,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,8,0,0,0,0
8040,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196389,1746196389,0,1746196389,372,0,0,0,372,372,0,0,145,0,0,0,34,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0
8152,\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe,1,320,0,1,1746196392,1746196393,1,1746196392,2706,0,0,0,2706,2706,0,0,1059,0,0,0,34,0,10,0,0,0,162000,0,0,0,0,0,12,0,0,0,0
5516,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196393,1746196393,0,1746196393,5540,264,0,0,5276,5540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0
1860,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196393,1746196393,0,1746196393,52,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
1392,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196393,1746196393,0,1746196393,216,6,0,0,210,216,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0
2884,\Device\HarddiskVolume3\Windows\System32\audiodg.exe,0,281,0,1,1746196393,1746196393,0,1746196393,447,9,0,0,438,447,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
2812,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196393,1746196396,3,1746196393,57,0,0,0,57,57,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
3308,\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.25030.2-0\MsMpEng.exe,0,281,0,1,1746196393,1746196393,0,1746196393,13,0,0,0,13,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
1280,\Device\HarddiskVolume3\Windows\System32\cmd.exe,0,235,0,1,1746196397,1746196397,0,1746196397,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
5304,\Device\HarddiskVolume3\Users\wineleven\AppData\Local\Programs\Python\Python313\python.exe,0,290,0,1,1746196397,1746196398,0,1746196397,53,0,0,0,53,53,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0
868,\Device\HarddiskVolume3\Windows\System32\services.exe,53,258,0,1,1746196364,1746196425,61,1746196364,554,0,0,0,554,554,0,0,0,0,0,0,24,0,0,1,1412,4294942826,566,0,0,0,0,0,9,0,0,0,0
1664,\Device\HarddiskVolume3\Windows\System32\Taskmgr.exe,64,290,0,1,1746196364,1746196429,64,1746196364,11372,5,1,0,11366,11371,0,0,1475,0,0,0,0,0,1,0,0,0,10593,0,0,0,0,0,13,293,0,0,0
4828,\Device\HarddiskVolume3\Windows\explorer.exe,54,250,0,1,1746196365,1746196423,58,1746196365,44916,891,109,2,43914,44467,0,0,18098,0,0,0,0,0,0,0,0,0,49888,0,0,0,0,2,13,296,0,0,0
4164,\Device\HarddiskVolume3\Users\wineleven\Desktop\NativeExamples.exe,0,316,0,1,1746196365,1746196365,0,1746196365,639,2,0,0,637,639,0,0,509,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0
3120,\Device\HarddiskVolume3\Windows\System32\svchost.exe,14,281,0,1,1746196365,1746196429,64,1746196365,2254,659,0,0,1595,2249,0,0,59,0,0,0,0,0,0,3,140131,1073725918,9428,0,0,0,0,42,8,0,0,0,0
2252,\Device\HarddiskVolume3\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.11141.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe,48,323,0,1,1746196366,1746196417,50,1746196366,1816,0,0,0,1816,1816,0,0,48,0,0,0,0,0,0,2,9844,1073727807,2250,0,0,0,0,0,13,0,0,0,0
2476,\Device\HarddiskVolume3\Windows\System32\ctfmon.exe,50,290,0,1,1746196366,1746196416,50,1746196366,4799,6,7,0,4786,4799,0,0,204,0,0,0,0,0,0,3,17678,805293453,5640,0,0,0,0,0,9,474,0,0,0
724,\Device\HarddiskVolume3\Windows\System32\csrss.exe,63,255,0,1,1746196366,1746196430,63,1746196366,607,0,0,0,607,607,0,0,0,0,0,0,0,0,0,1,1284,4294928471,571,0,0,0,0,0,11,0,0,0,0
3340,\Device\HarddiskVolume3\Windows\System32\svchost.exe,44,281,0,1,1746196366,1746196411,44,1746196366,2002,143,4,0,1855,2002,0,0,0,0,0,441,0,0,0,1,338,4294931160,2727,0,0,0,0,7,10,210,0,0,0
2164,\Device\HarddiskVolume5\new\ransomware_high_confidence\avoslocker\1b0433a15184ab1859a01b0092ccc9d56d9e5536fbf91493ba4b9e681165122a.exe,35,325,0,1,1746196366,1746196402,35,1746196366,183129,2,7,0,183120,183127,0,0,0,0,0,36550,9,0,3,0,0,0,313885,0,0,0,0,0,10,346,0,0,1
3448,\Device\HarddiskVolume3\Windows\System32\conhost.exe,0,281,0,1,1746196366,1746196412,45,1746196366,578,0,0,0,578,578,0,0,102,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0
3764,\Device\HarddiskVolume3\Windows\System32\taskhostw.exe,0,276,0,1,1746196366,1746196427,61,1746196366,90,0,0,0,90,90,0,0,0,0,0,0,0,0,0,4,14255,603967542,0,0,0,0,0,0,9,0,0,0,0
636,\Device\HarddiskVolume3\Windows\System32\svchost.exe,50,281,0,1,1746196366,1746196417,50,1746196366,2614,36,0,0,2578,2614,0,0,964,0,0,0,0,0,32,1,726,4294953052,3120,0,0,0,0,1,13,0,0,0,0
1020,\Device\HarddiskVolume3\Windows\System32\svchost.exe,45,281,0,1,1746196366,1746196428,61,1746196366,1868,38,10,0,1820,1862,0,0,186,0,0,104,12,0,6,2,260,1073726269,2400,0,0,0,0,1,16,289,0,0,0
652,\Device\HarddiskVolume3\Windows\System32\csrss.exe,44,255,0,1,1746196366,1746196427,61,1746196366,176,0,0,0,176,176,0,0,0,0,0,0,0,0,0,1,2272,4294937786,136,0,0,0,0,0,11,0,0,0,0
6100,\Device\HarddiskVolume3\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.11141.0_x64__8wekyb3d8bbwe\OpenConsole.exe,0,259,0,1,1746196366,1746196412,45,1746196366,1335,0,1,0,1334,1335,0,0,294,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,258,0,0,0
888,\Device\HarddiskVolume3\Windows\System32\lsass.exe,44,255,0,1,1746196366,1746196430,63,1746196366,155,0,0,0,155,155,0,0,0,0,0,130,0,0,0,0,0,0,136,0,0,0,0,0,9,0,0,0,0
2572,\Device\HarddiskVolume3\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.11141.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe,0,323,0,1,1746196366,1746196367,0,1746196366,2812,6,1,0,2805,2809,0,0,754,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,241,0,0,0
992,\Device\HarddiskVolume3\Windows\System32\sihost.exe,44,280,0,1,1746196367,1746196428,61,1746196367,1568,8,0,0,1560,1568,0,0,769,0,0,0,0,0,0,1,8641,4294953919,2045,0,0,0,0,0,14,0,0,0,0
2272,\Device\HarddiskVolume3\Windows\System32\svchost.exe,19,281,0,1,1746196367,1746196426,59,1746196367,2242,178,32,0,2032,2242,0,0,0,0,0,567,0,0,0,3,37371,805291874,6947,0,0,0,0,10,10,175,0,0,0
1376,\Device\HarddiskVolume3\Windows\System32\cmd.exe,0,235,0,1,1746196367,1746196367,0,1746196367,76,0,2,0,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,241,0,0,0
5660,\Device\HarddiskVolume3\Windows\System32\cmd.exe,0,235,0,1,1746196367,1746196381,13,1746196367,115,0,1,0,114,115,0,0,0,0,0,0,0,0,0,1,11359,4294954549,0,0,0,0,0,0,9,250,0,0,0
2908,\Device\HarddiskVolume3\Windows\System32\cmd.exe,0,235,0,1,1746196367,1746196379,12,1746196367,115,0,1,0,114,115,0,0,0,0,0,0,0,0,0,1,262,4294955250,0,0,0,0,0,0,9,250,0,0,0
5428,\Device\HarddiskVolume3\Windows\System32\cmd.exe,0,235,0,1,1746196367,1746196379,12,1746196367,115,0,1,0,114,115,0,0,0,0,0,0,0,0,0,1,6089,4294956644,0,0,0,0,0,0,9,250,0,0,0
1884,\Device\HarddiskVolume3\Windows\System32\cmd.exe,0,235,0,1,1746196367,1746196412,44,1746196367,114,0,1,0,113,114,0,0,0,0,0,0,0,0,0,1,11782,4294923841,0,0,0,0,0,0,9,250,0,0,0
3940,\Device\HarddiskVolume3\Windows\System32\vssadmin.exe,13,283,0,1,1746196367,1746196381,13,1746196367,322,0,0,0,322,322,0,0,197,0,0,0,0,0,6,1,1183,4294955334,1384,0,0,0,0,0,9,0,0,0,0
6992,\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,44,264,0,1,1746196367,1746196412,44,1746196367,3434,156,1,0,3277,3434,0,0,195,0,0,897,1,0,8,0,0,0,4636,0,0,0,0,4,10,0,0,0,0
5728,\Device\HarddiskVolume3\Windows\System32\bcdedit.exe,10,263,0,1,1746196367,1746196379,12,1746196367,290,8,14,1,267,290,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,4,9,140,0,0,0
4464,\Device\HarddiskVolume3\Windows\System32\bcdedit.exe,5,263,0,1,1746196367,1746196379,12,1746196367,290,8,14,1,267,290,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,4,9,134,0,0,0
2624,\Device\HarddiskVolume3\Windows\System32\svchost.exe,5,281,0,1,1746196368,1746196373,5,1746196368,219,24,0,0,195,195,0,0,72,0,0,0,0,0,1,0,0,0,2400,0,0,0,0,13,10,0,0,0,0
2024,\Device\HarddiskVolume3\Windows\System32\svchost.exe,30,281,0,1,1746196368,1746196428,60,1746196368,171,12,0,0,159,159,0,0,0,0,0,0,0,0,0,2,586,1073712865,200,0,0,0,0,4,9,0,0,0,0
6040,\Device\HarddiskVolume3\Windows\System32\svchost.exe,10,281,0,1,1746196368,1746196378,10,1746196368,766,0,0,0,766,766,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,9,0,0,0,0
5156,\Device\HarddiskVolume3\Windows\System32\SearchIndexer.exe,12,294,0,1,1746196368,1746196414,45,1746196368,219,0,4,0,215,219,0,0,64,0,0,0,0,0,0,2,4354,1073728332,1000,0,0,0,0,1,9,242,0,0,0
1524,\Device\HarddiskVolume3\Windows\System32\VBoxService.exe,0,266,0,1,1746196369,1746196430,60,1746196369,39,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
4468,\Device\HarddiskVolume3\Windows\System32\dllhost.exe,3,281,0,1,1746196369,1746196418,48,1746196369,1485,0,0,0,1485,1485,0,0,1323,0,0,0,0,0,0,1,4124,4294927515,28000,0,0,0,0,0,8,0,0,0,0
3508,\Device\HarddiskVolume3\Windows\System32\svchost.exe,8,281,0,1,1746196369,1746196386,16,1746196369,354,2,0,0,352,354,0,0,245,0,0,0,0,0,2,0,0,0,2250,0,0,0,0,0,7,0,0,0,0
7488,\Device\HarddiskVolume3\Windows\System32\SearchProtocolHost.exe,53,304,0,1,1746196372,1746196427,55,1746196372,3552,2,1,0,3549,3551,0,0,842,0,0,0,0,0,7,0,0,0,3962,0,0,0,0,0,12,271,0,0,0
1400,\Device\HarddiskVolume3\Windows\System32\svchost.exe,44,281,0,1,1746196373,1746196418,44,1746196373,1514,6,3,0,1505,1514,0,0,744,0,0,0,0,0,2,1,74,4294931725,2045,0,0,0,0,0,13,242,0,0,0
1804,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196374,1746196418,44,1746196374,63,0,0,0,63,63,0,0,0,0,0,0,0,0,0,1,113,4294943562,0,0,0,0,0,0,6,0,0,0,0
4,,0,0,0,1,1746196374,1746196414,39,1746196374,9,1,2,3,3,9,0,0,0,0,0,0,0,0,0,1,1136,4294934312,0,0,0,0,0,0,9,224,0,0,0
7524,\Device\HarddiskVolume3\Windows\System32\VSSVC.exe,5,266,0,1,1746196374,1746196381,6,1746196374,516,10,0,0,506,511,0,0,269,0,0,0,0,0,13,0,0,0,6000,0,0,0,0,1,9,0,0,0,0
7760,\Device\HarddiskVolume3\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe,33,302,0,1,1746196378,1746196428,50,1746196378,7586,12,1,0,7573,7584,0,0,1797,0,0,0,0,0,9,1,96,4294949756,13636,0,0,0,0,0,14,0,0,0,0
7716,\Device\HarddiskVolume3\Windows\System32\SearchFilterHost.exe,47,319,0,1,1746196378,1746196426,47,1746196378,715,1,0,0,714,714,0,0,405,0,0,0,0,0,7,1,198,4294933168,893,0,0,0,0,0,9,0,0,0,0
7856,\Device\HarddiskVolume3\Windows\System32\wbem\WmiPrvSE.exe,1,291,0,1,1746196379,1746196386,6,1746196379,670,12,3,2,653,669,0,0,410,0,0,0,0,0,6,0,0,0,36000,0,0,0,0,2,8,319,0,0,0
2264,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196380,1746196380,0,1746196380,14,1,1,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,300,0,0,0
1628,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196380,1746196381,1,1746196380,140,0,0,0,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
1300,\Device\HarddiskVolume3\Windows\System32\dwm.exe,0,235,0,1,1746196380,1746196380,0,1746196380,13,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
8020,\Device\HarddiskVolume3\Windows\System32\svchost.exe,1,281,0,1,1746196380,1746196381,1,1746196380,372,0,0,0,372,372,0,0,145,0,0,0,34,0,9,0,0,0,18000,0,0,0,0,0,8,0,0,0,0
2812,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196396,1746196396,0,1746196396,19,0,0,0,19,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
1872,\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe,0,320,0,1,1746196411,1746196411,0,1746196411,2429,0,0,0,2429,2429,0,0,896,0,0,0,34,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0
5516,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196411,1746196411,0,1746196411,5540,264,0,0,5276,5540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0
1860,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196411,1746196411,0,1746196411,52,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
1392,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196411,1746196423,11,1746196411,251,6,0,0,245,251,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0
2884,\Device\HarddiskVolume3\Windows\System32\audiodg.exe,0,281,0,1,1746196412,1746196412,0,1746196412,447,9,0,0,438,447,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
2912,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196412,1746196412,0,1746196412,12,2,1,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
660,\Device\HarddiskVolume3\Windows\UUS\Packages\Preview\amd64\MoUsoCoreWorker.exe,0,292,0,1,1746196415,1746196415,0,1746196415,10,2,1,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
1280,\Device\HarddiskVolume3\Windows\System32\cmd.exe,0,235,0,1,1746196415,1746196423,7,1746196415,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
4916,\Device\HarddiskVolume3\Windows\System32\svchost.exe,9,281,0,1,1746196417,1746196427,9,1746196417,1067,140,0,0,927,1067,0,0,0,0,0,0,27,0,3,0,0,0,6666,0,0,0,0,16,10,0,0,0,0
3300,\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.25030.2-0\MpDefenderCoreService.exe,0,296,0,1,1746196421,1746196421,0,1746196421,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
2080,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196421,1746196421,0,1746196421,226,2,0,0,224,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
2456,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746196421,1746196423,1,1746196421,16,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
3656,\Device\HarddiskVolume3\Users\wineleven\AppData\Local\Programs\Python\Python313\python.exe,0,290,0,1,1746196426,1746196430,4,1746196426,53,0,0,0,53,53,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0
7296,\Device\HarddiskVolume3\Windows\System32\WerFault.exe,0,275,0,1,1746196426,1746196426,0,1746196426,494,70,0,0,424,494,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,10,0,0,0,0
4312,\Device\HarddiskVolume3\Windows\System32\WerFault.exe,1,275,0,1,1746196427,1746196430,2,1746196427,2656,394,3,0,2259,2656,0,0,0,0,0,27,0,0,3,0,0,0,156000,0,0,0,0,17,10,125,0,0,0
868,\Device\HarddiskVolume3\Windows\System32\services.exe,71,258,0,1,1746211128,1746211270,141,1746211128,928,0,0,0,928,928,0,0,0,0,0,0,48,0,0,3,476,805276057,760,0,0,0,0,0,9,0,0,0,0
1664,\Device\HarddiskVolume3\Windows\System32\Taskmgr.exe,167,290,0,1,1746211129,1746211297,167,1746211129,22873,0,0,0,22873,22873,0,0,1077,0,0,0,0,0,1,0,0,0,8191,0,0,0,0,0,13,0,0,0,0
3120,\Device\HarddiskVolume3\Windows\System32\svchost.exe,74,281,0,1,1746211129,1746211293,163,1746211129,30191,9910,0,0,20281,30181,0,0,218,0,0,0,0,0,0,8,8692,191087160,24405,0,0,0,0,48,8,0,0,0,0
4828,\Device\HarddiskVolume3\Windows\explorer.exe,163,250,0,1,1746211129,1746211293,164,1746211129,105009,613,442,12,103942,104925,0,0,35834,0,0,0,0,0,18,2,257,1073721600,38650,0,0,0,0,1,14,172,0,0,0
2252,\Device\HarddiskVolume3\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.22.11141.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe,155,323,0,1,1746211130,1746211291,161,1746211130,8721,0,0,0,8721,8721,0,0,5086,0,0,0,0,0,0,7,56908,254789976,3367,0,0,0,0,0,13,0,0,0,0
636,\Device\HarddiskVolume3\Windows\System32\svchost.exe,160,281,0,1,1746211130,1746211291,160,1746211130,2250,0,0,0,2250,2250,0,0,861,0,0,0,0,0,34,6,9403,339715231,825,0,0,0,0,0,13,0,0,0,0
2476,\Device\HarddiskVolume3\Windows\System32\ctfmon.exe,161,290,0,1,1746211130,1746211291,161,1746211130,20864,26,26,0,20812,20864,0,0,952,0,0,0,0,0,0,2,694,1073724936,7751,0,0,0,0,0,9,474,0,0,0
888,\Device\HarddiskVolume3\Windows\System32\lsass.exe,46,255,0,1,1746211130,1746211296,165,1746211130,137,0,0,0,137,137,0,0,0,0,0,116,0,0,0,0,0,0,130,0,0,0,0,0,9,0,0,0,0
1524,\Device\HarddiskVolume3\Windows\System32\VBoxService.exe,165,266,0,1,1746211130,1746211296,165,1746211130,102,0,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,9,0,0,0,0
2024,\Device\HarddiskVolume3\Windows\System32\svchost.exe,150,281,0,1,1746211131,1746211281,150,1746211131,343,24,0,0,319,319,0,0,0,0,0,0,0,0,0,5,5271,452957193,120,0,0,0,0,7,9,0,0,0,0
1388,\Device\HarddiskVolume3\Windows\System32\cmd.exe,0,235,0,1,1746211132,1746211132,0,1746211132,28,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
724,\Device\HarddiskVolume3\Windows\System32\csrss.exe,165,255,0,1,1746211132,1746211298,165,1746211132,1321,0,0,0,1321,1321,0,0,0,0,0,0,0,0,0,7,21940,254784576,472,0,0,0,0,0,11,0,0,0,0
5296,\Device\HarddiskVolume3\Users\wineleven\Documents\Hafidz\IOCTL.exe,0,288,0,1,1746211132,1746211132,0,1746211132,41,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
6040,\Device\HarddiskVolume3\Windows\System32\svchost.exe,15,281,0,1,1746211133,1746211148,15,1746211133,256,14,0,0,242,256,0,0,0,0,0,0,0,0,0,1,48644,0,800,0,0,0,0,5,11,0,0,0,0
2616,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746211134,1746211134,0,1746211134,34,0,0,0,34,34,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
2264,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746211140,1746211260,120,1746211140,42,3,3,0,36,42,0,0,0,0,0,0,0,0,0,2,19153,1073684410,0,0,0,0,0,0,7,300,0,0,0
3340,\Device\HarddiskVolume3\Windows\System32\svchost.exe,142,281,0,1,1746211148,1746211291,142,1746211148,1114,40,14,0,1060,1114,0,0,0,0,0,164,0,0,0,5,22689,452963774,464,0,0,0,0,4,10,193,0,0,0
6724,\Device\HarddiskVolume5\new\ransomware_high_confidence\doppelpaymer\0fe622ba1a8d90793d2646b8afa7c75834d1a4bf9dd0696e5b894037c13ed299.exe,0,335,0,1,1746211148,1746211152,3,1746211148,99,0,0,0,99,99,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,1
3764,\Device\HarddiskVolume3\Windows\System32\taskhostw.exe,137,276,0,1,1746211148,1746211289,140,1746211148,720,0,0,0,720,720,0,0,0,0,0,0,0,0,0,5,1199,452966601,306,0,0,0,0,0,9,0,0,0,0
652,\Device\HarddiskVolume3\Windows\System32\csrss.exe,24,255,0,1,1746211148,1746211254,105,1746211148,328,0,0,0,328,328,0,0,0,0,0,0,0,0,0,2,7759,1073713916,750,0,0,0,0,0,11,0,0,0,0
908,\Device\HarddiskVolume3\Windows\System32\svchost.exe,121,281,0,1,1746211148,1746211270,121,1746211148,1635,233,1,0,1401,1635,0,0,0,0,0,0,27,0,6,1,4047,4294849693,793,0,0,0,0,17,10,0,0,0,0
516,\Device\HarddiskVolume3\Windows\SysWOW64\WerFault.exe,0,275,0,1,1746211149,1746211149,0,1746211149,534,70,0,0,464,534,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,14,10,0,0,0,0
7328,\Device\HarddiskVolume3\Windows\SysWOW64\WerFault.exe,3,275,0,1,1746211149,1746211152,3,1746211149,48718,765,13,0,47940,48710,0,0,886,0,0,9,4,0,33,0,0,0,974000,0,0,0,0,1,10,236,0,0,0
2272,\Device\HarddiskVolume3\Windows\System32\svchost.exe,144,281,0,1,1746211149,1746211294,144,1746211149,3336,277,98,0,2961,3336,0,0,0,0,0,772,0,0,0,5,6575,452961169,1375,0,0,0,0,12,10,164,0,0,0
1556,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746211149,1746211264,114,1746211149,35,0,0,0,35,35,0,0,0,0,0,0,0,0,0,2,34197,1073706986,0,0,0,0,0,0,9,0,0,0,0
7724,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746211149,1746211149,0,1746211149,322,0,0,0,322,322,0,0,0,0,0,0,34,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0
7832,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746211149,1746211149,0,1746211149,312,0,0,0,312,312,0,0,0,0,0,0,35,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0
1876,\Device\HarddiskVolume3\Windows\System32\svchost.exe,4,281,0,1,1746211152,1746211157,5,1746211152,156,4,4,0,148,156,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,4,10,427,0,0,0
7312,\Device\HarddiskVolume3\Windows\System32\wermgr.exe,0,260,0,1,1746211152,1746211153,0,1746211152,4424,705,1,0,3718,4420,0,0,72,0,0,8,0,0,8,0,0,0,0,0,0,0,0,18,10,125,0,0,0
1804,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1746211152,1746211152,0,1746211152,13,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
